timestamp,office_load_kw,logistics_load_kw,manufacturing_load_kw,ev_passenger_load_kw,ev_hgv_load_kw,total_load_kw
2024-01-02 20:00:00,8.79,69.63,301.76,0.0,527.36,907.54
2024-01-02 21:00:00,13.74,28.49,292.85,0.0,531.47,866.55
2024-01-02 22:00:00,8.05,23.15,206.95,0.0,192.33,430.48
2024-01-02 23:00:00,11.93,21.65,204.93,0.0,32.05,270.56
2024-01-03 00:00:00,9.51,16.99,194.66,0.0,0.0,221.16
2024-01-03 01:00:00,8.37,19.69,202.05,0.0,0.0,230.11
2024-01-03 02:00:00,10.55,23.31,200.08,0.0,0.0,233.94
2024-01-03 03:00:00,12.91,18.94,216.32,0.0,0.0,248.17
2024-01-03 04:00:00,11.26,16.57,193.57,0.0,0.0,221.4
2024-01-03 05:00:00,11.12,24.38,204.28,0.0,0.0,239.78
2024-01-03 06:00:00,12.09,58.67,294.92,0.0,0.0,365.68
2024-01-03 07:00:00,12.38,124.11,305.14,0.0,0.0,441.63
2024-01-03 08:00:00,26.87,120.92,301.04,91.95,0.0,540.78
2024-01-03 09:00:00,40.28,59.57,300.35,182.23,0.0,582.43
2024-01-03 10:00:00,50.87,27.52,306.5,184.42,0.0,569.31
2024-01-03 11:00:00,40.42,31.25,303.09,92.08,0.0,466.84
2024-01-03 12:00:00,32.89,50.41,303.43,23.97,0.0,410.7
2024-01-03 13:00:00,33.77,37.61,298.11,3.6,0.0,373.09
2024-01-03 14:00:00,41.63,34.05,297.09,0.0,0.0,372.77
2024-01-03 15:00:00,50.32,44.26,288.8,0.0,0.0,383.38
2024-01-03 16:00:00,43.42,20.14,297.17,0.0,0.0,360.73
2024-01-03 17:00:00,28.62,68.95,293.53,0.0,0.0,391.1
2024-01-03 18:00:00,13.98,155.09,295.62,0.0,27.01,491.7
2024-01-03 19:00:00,11.23,149.77,312.86,0.0,196.69,670.55
2024-01-03 20:00:00,6.1,69.44,296.03,0.0,532.06,903.63
2024-01-03 21:00:00,8.43,26.13,303.03,0.0,532.1,869.69
2024-01-03 22:00:00,7.6,18.66,197.15,0.0,192.83,416.24
2024-01-03 23:00:00,13.53,21.62,192.43,0.0,29.12,256.7
2024-01-04 00:00:00,14.24,24.13,190.88,0.0,0.0,229.25
2024-01-04 01:00:00,9.03,25.07,195.75,0.0,0.0,229.85
2024-01-04 02:00:00,10.89,23.1,194.44,0.0,0.0,228.43
2024-01-04 03:00:00,9.88,7.03,193.85,0.0,0.0,210.76
2024-01-04 04:00:00,9.51,15.01,209.79,0.0,0.0,234.31
2024-01-04 05:00:00,7.29,23.51,200.78,0.0,0.0,231.58
2024-01-04 06:00:00,14.03,53.21,306.98,0.0,0.0,374.22
2024-01-04 07:00:00,15.43,121.97,302.77,0.0,0.0,440.17
2024-01-04 08:00:00,26.84,123.5,300.42,91.18,0.0,541.94
2024-01-04 09:00:00,42.27,61.61,309.52,182.13,0.0,595.53
2024-01-04 10:00:00,54.42,17.46,299.09,183.96,0.0,554.93
2024-01-04 11:00:00,43.73,32.51,298.75,91.07,0.0,466.06
2024-01-04 12:00:00,30.68,38.4,302.14,22.14,0.0,393.36
2024-01-04 13:00:00,33.66,36.23,304.88,3.47,0.0,378.24
2024-01-04 14:00:00,41.51,32.76,304.48,0.0,0.0,378.75
2024-01-04 15:00:00,51.38,34.92,300.7,0.0,0.0,387.0
2024-01-04 16:00:00,44.6,24.22,303.28,0.0,0.0,372.1
2024-01-04 17:00:00,26.04,67.83,306.59,0.0,0.0,400.46
2024-01-04 18:00:00,17.06,155.63,307.83,0.0,26.43,506.95
2024-01-04 19:00:00,12.51,151.13,301.94,0.0,194.4,659.98
2024-01-04 20:00:00,10.35,71.08,295.09,0.0,535.78,912.3
2024-01-04 21:00:00,8.0,21.73,306.95,0.0,531.87,868.55
2024-01-04 22:00:00,11.25,22.51,199.93,0.0,192.1,425.79
2024-01-04 23:00:00,10.15,17.29,205.85,0.0,25.92,259.21
2024-01-05 00:00:00,8.35,18.71,202.48,0.0,0.0,229.54
2024-01-05 01:00:00,8.87,16.71,201.46,0.0,0.0,227.04
2024-01-05 02:00:00,10.49,17.97,197.17,0.0,0.0,225.63
2024-01-05 03:00:00,10.46,14.21,191.56,0.0,0.0,216.23
2024-01-05 04:00:00,8.58,19.15,201.87,0.0,0.0,229.6
2024-01-05 05:00:00,13.11,28.7,199.04,0.0,0.0,240.85
2024-01-05 06:00:00,11.1,54.95,299.89,0.0,0.0,365.94
2024-01-05 07:00:00,14.84,127.19,295.04,0.0,0.0,437.07
2024-01-05 08:00:00,27.48,132.03,299.35,91.97,0.0,550.83
2024-01-05 09:00:00,43.42,57.35,301.34,183.38,0.0,585.49
2024-01-05 10:00:00,50.35,22.18,300.15,183.87,0.0,556.55
2024-01-05 11:00:00,46.07,38.84,312.92,90.8,0.0,488.63
2024-01-05 12:00:00,33.6,35.73,313.14,22.02,0.0,404.49
2024-01-05 13:00:00,30.18,32.6,287.26,2.32,0.0,352.36
2024-01-05 14:00:00,41.65,35.6,302.05,0.0,0.0,379.3
2024-01-05 15:00:00,53.91,38.8,296.54,0.0,0.0,389.25
2024-01-05 16:00:00,40.25,28.56,292.08,0.0,0.0,360.89
2024-01-05 17:00:00,30.11,73.42,297.18,0.0,0.0,400.71
2024-01-05 18:00:00,11.99,157.79,299.31,0.0,30.08,499.17
2024-01-05 19:00:00,7.95,149.98,300.03,0.0,194.93,652.89
2024-01-05 20:00:00,9.25,71.19,293.59,0.0,529.07,903.1
2024-01-05 21:00:00,10.25,28.65,304.27,0.0,526.12,869.29
2024-01-05 22:00:00,6.93,25.11,201.99,0.0,192.55,426.58
2024-01-05 23:00:00,13.1,20.46,207.08,0.0,26.56,267.2
2024-01-06 00:00:00,5.12,27.02,28.51,0.0,0.0,60.65
2024-01-06 01:00:00,2.94,22.58,38.21,0.0,0.0,63.73
2024-01-06 02:00:00,0.0,22.74,36.35,0.0,0.0,59.09
2024-01-06 03:00:00,0.0,15.27,17.76,0.0,0.0,33.03
2024-01-06 04:00:00,0.46,22.87,39.01,0.0,0.0,62.34
2024-01-06 05:00:00,1.16,31.79,21.72,0.0,0.0,54.67
2024-01-06 06:00:00,0.0,58.74,47.3,0.0,0.0,106.04
2024-01-06 07:00:00,1.48,117.63,44.47,0.0,0.0,163.58
2024-01-06 08:00:00,0.04,128.58,47.2,0.0,0.0,175.82
2024-01-06 09:00:00,2.32,56.9,38.64,0.0,0.0,97.86
2024-01-06 10:00:00,4.89,29.09,39.09,0.0,0.0,73.07
2024-01-06 11:00:00,5.33,32.88,40.24,0.0,0.0,78.45
2024-01-06 12:00:00,2.97,30.86,41.68,0.0,0.0,75.51
2024-01-06 13:00:00,0.79,42.86,45.21,0.0,0.0,88.86
2024-01-06 14:00:00,2.92,35.86,44.33,0.0,0.0,83.11
2024-01-06 15:00:00,4.57,37.46,49.55,0.0,0.0,91.58
2024-01-06 16:00:00,3.14,24.29,43.35,0.0,0.0,70.78
2024-01-06 17:00:00,0.0,62.64,53.2,0.0,0.0,115.84
2024-01-06 18:00:00,4.83,151.38,48.46,0.0,0.0,204.67
2024-01-06 19:00:00,1.74,164.69,51.72,0.0,0.0,218.15
2024-01-06 20:00:00,0.76,64.88,35.36,0.0,0.0,101.0
2024-01-06 21:00:00,1.41,23.57,36.47,0.0,0.0,61.45
2024-01-06 22:00:00,0.0,15.67,40.12,0.0,0.0,55.79
2024-01-06 23:00:00,2.76,19.97,38.88,0.0,0.0,61.61
2024-01-07 00:00:00,1.15,0.0,39.14,0.0,0.0,40.29
2024-01-07 01:00:00,2.08,0.0,28.86,0.0,0.0,30.94
2024-01-07 02:00:00,0.0,0.0,35.56,0.0,0.0,35.56
2024-01-07 03:00:00,4.82,0.0,33.38,0.0,0.0,38.2
2024-01-07 04:00:00,0.0,1.05,26.45,0.0,0.0,27.5
2024-01-07 05:00:00,0.0,3.98,25.01,0.0,0.0,28.99
2024-01-07 06:00:00,1.66,8.64,43.57,0.0,0.0,53.87
2024-01-07 07:00:00,0.0,16.58,49.53,0.0,0.0,66.11
2024-01-07 08:00:00,3.65,14.97,45.6,0.0,0.0,64.22
2024-01-07 09:00:00,5.71,2.17,48.26,0.0,0.0,56.14
2024-01-07 10:00:00,3.69,6.07,40.42,0.0,0.0,50.18
2024-01-07 11:00:00,0.71,0.0,45.29,0.0,0.0,46.0
2024-01-07 12:00:00,3.71,1.63,48.83,0.0,0.0,54.17
2024-01-07 13:00:00,0.0,4.99,37.73,0.0,0.0,42.72
2024-01-07 14:00:00,3.01,5.44,39.84,0.0,0.0,48.29
2024-01-07 15:00:00,4.25,9.28,41.54,0.0,0.0,55.07
2024-01-07 16:00:00,5.88,0.0,48.18,0.0,0.0,54.06
2024-01-07 17:00:00,5.53,0.42,40.22,0.0,0.0,46.17
2024-01-07 18:00:00,2.7,22.04,47.23,0.0,0.0,71.97
2024-01-07 19:00:00,0.0,23.2,44.07,0.0,0.0,67.27
2024-01-07 20:00:00,3.35,11.32,47.03,0.0,0.0,61.7
2024-01-07 21:00:00,0.18,2.04,42.4,0.0,0.0,44.62
2024-01-07 22:00:00,1.79,1.32,31.74,0.0,0.0,34.85
2024-01-07 23:00:00,5.15,6.48,28.04,0.0,0.0,39.67
2024-01-08 00:00:00,12.4,18.37,187.77,0.0,0.0,218.54
2024-01-08 01:00:00,7.98,12.52,197.89,0.0,0.0,218.39
2024-01-08 02:00:00,10.04,26.71,201.96,0.0,0.0,238.71
2024-01-08 03:00:00,9.56,23.32,186.73,0.0,0.0,219.61
2024-01-08 04:00:00,10.48,23.08,191.13,0.0,0.0,224.69
2024-01-08 05:00:00,12.44,26.63,197.51,0.0,0.0,236.58
2024-01-08 06:00:00,12.41,68.04,301.09,0.0,0.0,381.54
2024-01-08 07:00:00,15.91,124.06,294.9,0.0,0.0,434.87
2024-01-08 08:00:00,28.11,122.48,300.43,91.09,0.0,542.11
2024-01-08 09:00:00,43.0,60.29,306.23,182.86,0.0,592.38
2024-01-08 10:00:00,49.61,21.36,297.33,183.75,0.0,552.05
2024-01-08 11:00:00,44.69,31.31,305.22,92.92,0.0,474.14
2024-01-08 12:00:00,32.68,42.51,295.36,21.59,0.0,392.14
2024-01-08 13:00:00,28.3,40.98,303.93,2.79,0.0,376.0
2024-01-08 14:00:00,43.73,30.5,314.67,0.0,0.0,388.9
2024-01-08 15:00:00,50.41,35.44,304.35,0.0,0.0,390.2
2024-01-08 16:00:00,43.0,27.49,295.26,0.0,0.0,365.75
2024-01-08 17:00:00,27.39,76.23,308.07,0.0,0.0,411.69
2024-01-08 18:00:00,18.6,150.33,294.06,0.0,25.98,488.97
2024-01-08 19:00:00,11.25,156.75,289.85,0.0,199.38,657.23
2024-01-08 20:00:00,9.84,66.99,293.93,0.0,524.53,895.29
2024-01-08 21:00:00,11.66,26.88,292.26,0.0,525.61,856.41
2024-01-08 22:00:00,9.33,26.68,198.44,0.0,190.28,424.73
2024-01-08 23:00:00,9.51,18.91,183.82,0.0,26.2,238.44
2024-01-09 00:00:00,9.54,22.78,211.09,0.0,0.0,243.41
2024-01-09 01:00:00,12.25,18.92,193.36,0.0,0.0,224.53
2024-01-09 02:00:00,15.15,20.24,200.08,0.0,0.0,235.47
2024-01-09 03:00:00,9.95,20.79,199.13,0.0,0.0,229.87
2024-01-09 04:00:00,8.87,17.81,199.8,0.0,0.0,226.48
2024-01-09 05:00:00,9.07,22.42,200.64,0.0,0.0,232.13
2024-01-09 06:00:00,10.63,64.97,284.09,0.0,0.0,359.69
2024-01-09 07:00:00,17.6,130.88,287.56,0.0,0.0,436.04
2024-01-09 08:00:00,25.76,124.41,291.55,90.79,0.0,532.51
2024-01-09 09:00:00,39.82,65.97,305.61,184.64,0.0,596.04
2024-01-09 10:00:00,51.6,20.76,296.85,183.86,0.0,553.07
2024-01-09 11:00:00,40.73,37.85,298.56,91.19,0.0,468.33
2024-01-09 12:00:00,33.28,36.78,297.83,23.99,0.0,391.88
2024-01-09 13:00:00,29.7,37.46,303.56,2.53,0.0,373.25
2024-01-09 14:00:00,43.82,30.0,305.54,0.0,0.0,379.36
2024-01-09 15:00:00,49.78,32.91,306.29,0.0,0.0,388.98
2024-01-09 16:00:00,40.63,20.96,290.66,0.0,0.0,352.25
2024-01-09 17:00:00,27.66,63.58,310.53,0.0,0.0,401.77
2024-01-09 18:00:00,11.25,159.16,301.27,0.0,26.07,497.75
2024-01-09 19:00:00,10.05,153.97,299.77,0.0,198.1,661.89
2024-01-09 20:00:00,10.38,69.3,297.82,0.0,529.33,906.83
2024-01-09 21:00:00,10.63,19.75,291.91,0.0,531.73,854.02
2024-01-09 22:00:00,10.34,19.26,200.11,0.0,195.83,425.54
2024-01-09 23:00:00,8.92,16.89,201.18,0.0,23.43,250.42
2024-01-10 00:00:00,10.82,13.19,206.17,0.0,0.0,230.18
2024-01-10 01:00:00,10.95,21.02,205.9,0.0,0.0,237.87
2024-01-10 02:00:00,13.33,24.06,188.95,0.0,0.0,226.34
2024-01-10 03:00:00,7.44,17.5,200.16,0.0,0.0,225.1
2024-01-10 04:00:00,11.05,17.1,201.12,0.0,0.0,229.27
2024-01-10 05:00:00,8.64,22.83,191.56,0.0,0.0,223.03
2024-01-10 06:00:00,9.3,53.55,294.14,0.0,0.0,356.99
2024-01-10 07:00:00,17.52,122.1,315.79,0.0,0.0,455.41
2024-01-10 08:00:00,27.43,126.64,294.85,92.27,0.0,541.19
2024-01-10 09:00:00,40.89,59.45,315.36,183.28,0.0,598.98
2024-01-10 10:00:00,52.45,22.46,299.79,185.14,0.0,559.84
2024-01-10 11:00:00,41.92,42.25,304.25,91.0,0.0,479.42
2024-01-10 12:00:00,33.12,38.89,303.73,21.26,0.0,397.0
2024-01-10 13:00:00,30.4,34.01,299.55,3.46,0.0,367.42
2024-01-10 14:00:00,43.53,29.66,302.28,0.0,0.0,375.47
2024-01-10 15:00:00,51.38,37.24,306.48,0.0,0.0,395.1
2024-01-10 16:00:00,43.71,28.43,299.58,0.0,0.0,371.72
2024-01-10 17:00:00,23.12,70.42,301.25,0.0,0.0,394.79
2024-01-10 18:00:00,15.96,147.27,293.51,0.0,29.52,486.26
2024-01-10 19:00:00,11.06,155.1,300.17,0.0,194.88,661.21
2024-01-10 20:00:00,12.03,66.63,300.58,0.0,528.11,907.35
2024-01-10 21:00:00,9.14,25.35,301.33,0.0,528.06,863.88
2024-01-10 22:00:00,12.51,16.42,198.88,0.0,193.47,421.28
2024-01-10 23:00:00,12.89,20.79,206.19,0.0,21.91,261.78
2024-01-11 00:00:00,10.53,23.56,200.49,0.0,0.0,234.58
2024-01-11 01:00:00,12.13,17.93,208.46,0.0,0.0,238.52
2024-01-11 02:00:00,14.6,18.55,197.33,0.0,0.0,230.48
2024-01-11 03:00:00,12.91,26.32,196.86,0.0,0.0,236.09
2024-01-11 04:00:00,9.17,18.87,191.93,0.0,0.0,219.97
2024-01-11 05:00:00,8.32,21.26,195.39,0.0,0.0,224.97
2024-01-11 06:00:00,11.07,59.9,309.3,0.0,0.0,380.27
2024-01-11 07:00:00,13.42,129.84,298.72,0.0,0.0,441.98
2024-01-11 08:00:00,26.35,128.6,293.26,91.95,0.0,540.16
2024-01-11 09:00:00,42.38,60.93,301.74,185.83,0.0,590.88
2024-01-11 10:00:00,48.88,23.15,296.26,182.82,0.0,551.11
2024-01-11 11:00:00,41.9,39.76,308.52,91.0,0.0,481.18
2024-01-11 12:00:00,30.19,36.89,296.69,23.47,0.0,387.24
2024-01-11 13:00:00,32.26,28.94,309.29,4.64,0.0,375.13
2024-01-11 14:00:00,41.95,33.45,301.72,0.0,0.0,377.12
2024-01-11 15:00:00,50.82,37.63,312.06,0.0,0.0,400.51
2024-01-11 16:00:00,41.69,23.4,291.72,0.0,0.0,356.81
2024-01-11 17:00:00,24.98,68.57,310.77,0.0,0.0,404.32
2024-01-11 18:00:00,14.38,153.27,299.9,0.0,29.93,497.48
2024-01-11 19:00:00,16.2,150.25,297.06,0.0,197.92,661.43
2024-01-11 20:00:00,11.52,76.08,303.5,0.0,528.42,919.52
2024-01-11 21:00:00,11.19,31.03,304.92,0.0,531.02,878.16
2024-01-11 22:00:00,12.13,24.68,208.29,0.0,196.74,441.84
2024-01-11 23:00:00,9.67,20.59,207.24,0.0,23.91,261.41
2024-01-12 00:00:00,10.74,18.43,200.17,0.0,0.0,229.34
2024-01-12 01:00:00,12.56,20.76,200.28,0.0,0.0,233.6
2024-01-12 02:00:00,7.28,22.99,203.87,0.0,0.0,234.14
2024-01-12 03:00:00,14.33,18.77,201.31,0.0,0.0,234.41
2024-01-12 04:00:00,10.51,26.31,199.43,0.0,0.0,236.25
2024-01-12 05:00:00,10.71,27.7,201.12,0.0,0.0,239.53
2024-01-12 06:00:00,10.25,59.73,306.44,0.0,0.0,376.42
2024-01-12 07:00:00,13.36,126.43,295.8,0.0,0.0,435.59
2024-01-12 08:00:00,28.84,119.81,296.65,91.94,0.0,537.24
2024-01-12 09:00:00,45.17,58.7,296.67,185.25,0.0,585.79
2024-01-12 10:00:00,47.26,16.48,302.64,182.87,0.0,549.25
2024-01-12 11:00:00,41.13,37.83,301.46,91.0,0.0,471.42
2024-01-12 12:00:00,29.3,38.49,303.9,22.73,0.0,394.42
2024-01-12 13:00:00,35.55,30.72,290.85,2.15,0.0,359.27
2024-01-12 14:00:00,43.08,35.97,298.55,0.0,0.0,377.6
2024-01-12 15:00:00,50.86,29.99,308.66,0.0,0.0,389.51
2024-01-12 16:00:00,41.88,31.06,302.06,0.0,0.0,375.0
2024-01-12 17:00:00,27.36,70.98,302.69,0.0,0.0,401.03
2024-01-12 18:00:00,16.7,157.69,301.18,0.0,28.49,504.06
2024-01-12 19:00:00,10.96,158.14,295.94,0.0,200.19,665.23
2024-01-12 20:00:00,10.07,62.97,300.77,0.0,527.45,901.26
2024-01-12 21:00:00,11.69,23.98,297.32,0.0,523.83,856.82
2024-01-12 22:00:00,9.1,10.3,190.5,0.0,197.07,406.97
2024-01-12 23:00:00,11.57,21.7,194.2,0.0,26.22,253.69
2024-01-13 00:00:00,0.99,15.37,39.02,0.0,0.0,55.38
2024-01-13 01:00:00,2.75,19.12,30.16,0.0,0.0,52.03
2024-01-13 02:00:00,1.42,11.83,28.52,0.0,0.0,41.77
2024-01-13 03:00:00,0.0,15.99,28.31,0.0,0.0,44.3
2024-01-13 04:00:00,4.6,22.56,26.57,0.0,0.0,53.73
2024-01-13 05:00:00,2.16,30.87,35.55,0.0,0.0,68.58
2024-01-13 06:00:00,1.23,56.37,49.19,0.0,0.0,106.79
2024-01-13 07:00:00,2.33,129.48,48.81,0.0,0.0,180.62
2024-01-13 08:00:00,4.74,123.76,52.9,0.0,0.0,181.4
2024-01-13 09:00:00,4.6,67.26,40.86,0.0,0.0,112.72
2024-01-13 10:00:00,8.49,26.06,41.09,0.0,0.0,75.64
2024-01-13 11:00:00,3.35,33.72,47.54,0.0,0.0,84.61
2024-01-13 12:00:00,4.23,32.71,44.85,0.0,0.0,81.79
2024-01-13 13:00:00,7.47,41.91,47.62,0.0,0.0,97.0
2024-01-13 14:00:00,4.39,35.48,48.68,0.0,0.0,88.55
2024-01-13 15:00:00,2.97,33.97,34.99,0.0,0.0,71.93
2024-01-13 16:00:00,5.0,29.18,42.1,0.0,0.0,76.28
2024-01-13 17:00:00,5.79,63.79,36.21,0.0,0.0,105.79
2024-01-13 18:00:00,1.99,156.56,55.1,0.0,0.0,213.65
2024-01-13 19:00:00,0.2,156.69,44.77,0.0,0.0,201.66
2024-01-13 20:00:00,0.67,72.23,48.91,0.0,0.0,121.81
2024-01-13 21:00:00,0.0,32.5,53.28,0.0,0.0,85.78
2024-01-13 22:00:00,0.0,21.58,32.96,0.0,0.0,54.54
2024-01-13 23:00:00,1.52,17.8,25.97,0.0,0.0,45.29
2024-01-14 00:00:00,0.95,7.69,33.26,0.0,0.0,41.9
2024-01-14 01:00:00,0.26,6.09,12.91,0.0,0.0,19.26
2024-01-14 02:00:00,3.3,0.0,27.83,0.0,0.0,31.13
2024-01-14 03:00:00,0.0,0.0,36.96,0.0,0.0,36.96
2024-01-14 04:00:00,0.07,4.39,29.72,0.0,0.0,34.18
2024-01-14 05:00:00,1.97,4.1,22.3,0.0,0.0,28.37
2024-01-14 06:00:00,3.11,6.87,35.66,0.0,0.0,45.64
2024-01-14 07:00:00,0.69,24.89,50.1,0.0,0.0,75.68
2024-01-14 08:00:00,1.95,17.49,43.07,0.0,0.0,62.51
2024-01-14 09:00:00,8.36,10.37,47.58,0.0,0.0,66.31
2024-01-14 10:00:00,7.08,4.75,43.45,0.0,0.0,55.28
2024-01-14 11:00:00,3.92,4.96,44.78,0.0,0.0,53.66
2024-01-14 12:00:00,4.64,5.46,49.4,0.0,0.0,59.5
2024-01-14 13:00:00,3.02,5.56,33.01,0.0,0.0,41.59
2024-01-14 14:00:00,6.15,6.64,50.99,0.0,0.0,63.78
2024-01-14 15:00:00,0.0,13.6,44.16,0.0,0.0,57.76
2024-01-14 16:00:00,6.42,0.0,48.68,0.0,0.0,55.1
2024-01-14 17:00:00,0.54,7.81,56.48,0.0,0.0,64.83
2024-01-14 18:00:00,1.16,23.73,50.22,0.0,0.0,75.11
2024-01-14 19:00:00,2.11,23.46,47.19,0.0,0.0,72.76
2024-01-14 20:00:00,5.82,10.07,46.21,0.0,0.0,62.1
2024-01-14 21:00:00,3.1,8.41,52.12,0.0,0.0,63.63
2024-01-14 22:00:00,2.28,0.0,39.8,0.0,0.0,42.08
2024-01-14 23:00:00,0.0,4.21,25.47,0.0,0.0,29.68
2024-01-15 00:00:00,9.87,21.32,201.93,0.0,0.0,233.12
2024-01-15 01:00:00,10.84,26.45,202.72,0.0,0.0,240.01
2024-01-15 02:00:00,9.51,23.86,207.14,0.0,0.0,240.51
2024-01-15 03:00:00,7.55,22.39,204.21,0.0,0.0,234.15
2024-01-15 04:00:00,9.42,25.5,199.1,0.0,0.0,234.02
2024-01-15 05:00:00,10.41,24.58,200.09,0.0,0.0,235.08
2024-01-15 06:00:00,8.95,53.2,309.57,0.0,0.0,371.72
2024-01-15 07:00:00,13.72,121.93,287.08,0.0,0.0,422.73
2024-01-15 08:00:00,25.17,120.61,309.85,92.58,0.0,548.21
2024-01-15 09:00:00,40.67,67.97,305.89,183.05,0.0,597.58
2024-01-15 10:00:00,45.16,34.44,291.66,181.73,0.0,552.99
2024-01-15 11:00:00,45.22,44.76,308.31,92.13,0.0,490.42
2024-01-15 12:00:00,33.05,38.41,304.55,23.11,0.0,399.12
2024-01-15 13:00:00,32.07,34.75,295.48,2.56,0.0,364.86
2024-01-15 14:00:00,39.79,34.61,294.07,0.0,0.0,368.47
2024-01-15 15:00:00,47.95,35.72,308.35,0.0,0.0,392.02
2024-01-15 16:00:00,43.88,20.31,294.06,0.0,0.0,358.25
2024-01-15 17:00:00,28.33,64.77,298.65,0.0,0.0,391.75
2024-01-15 18:00:00,16.51,148.5,300.63,0.0,22.36,488.0
2024-01-15 19:00:00,9.94,153.65,290.44,0.0,196.11,650.14
2024-01-15 20:00:00,10.12,70.91,301.34,0.0,533.59,915.96
2024-01-15 21:00:00,10.26,24.87,300.73,0.0,531.13,866.99
2024-01-15 22:00:00,10.1,20.16,195.79,0.0,192.8,418.85
2024-01-15 23:00:00,7.19,27.0,192.54,0.0,24.28,251.01
2024-01-16 00:00:00,8.56,23.58,198.23,0.0,0.0,230.37
2024-01-16 01:00:00,12.5,17.31,201.67,0.0,0.0,231.48
2024-01-16 02:00:00,8.33,28.58,192.87,0.0,0.0,229.78
2024-01-16 03:00:00,10.62,22.54,202.48,0.0,0.0,235.64
2024-01-16 04:00:00,9.64,19.48,200.26,0.0,0.0,229.38
2024-01-16 05:00:00,9.86,29.13,213.26,0.0,0.0,252.25
2024-01-16 06:00:00,10.03,53.48,299.47,0.0,0.0,362.98
2024-01-16 07:00:00,20.57,122.68,309.83,0.0,0.0,453.08
2024-01-16 08:00:00,29.8,123.69,303.41,93.2,0.0,550.1
2024-01-16 09:00:00,41.28,58.14,296.51,182.36,0.0,578.29
2024-01-16 10:00:00,48.86,20.38,300.2,182.6,0.0,552.04
2024-01-16 11:00:00,43.64,28.78,301.99,92.4,0.0,466.81
2024-01-16 12:00:00,27.87,36.5,307.37,21.62,0.0,393.36
2024-01-16 13:00:00,35.2,36.68,295.77,2.79,0.0,370.44
